Korisnik: ana
RelativnoVreme_ms,IR_Signal
22935,249076
22936,249019
22936,249053
22936,248928
22936,248640
22936,248463
22936,248469
22937,248577
22937,248717
22937,248812
22937,248851
23141,248863
23141,248879
23142,248873
23142,248845
23142,248782
23142,248771
23143,248758
23143,248807
23148,248883
23148,248935
23148,248921
23161,248967
23245,248989
23245,249015
23246,249023
23254,248956
23447,248997
23448,248983
23448,249026
23448,249007
23552,249000
23552,249025
23553,249055
23553,249036
23553,248886
23843,248609
23844,248396
23844,248415
23844,248568
23844,248668
23845,248804
23845,248838
23845,248826
23845,248851
23845,248840
23845,248834
23846,248786
23885,248737
23885,248748
23886,248796
23886,248842
23959,248870
24063,248884
24064,248903
24064,248942
24064,248937
24074,248941
24074,248949
24075,248964
24085,248927
24372,248976
24372,248989
24372,249037
24372,249047
24373,249036
24373,249008
24373,248826
24373,248583
24780,248433
24780,248451
24780,248588
24781,248699
24781,248786
24781,248813
24781,248840
24781,248882
24781,248860
24781,248859
24782,248834
24782,248803
24984,248781
24984,248884
24984,248893
24985,248940
24985,248990
24985,248990
24985,249015
24985,248994
24985,249024
24986,249020
24986,249013
24986,249001
24986,249027
25085,249013
25086,249050
25086,249073
25086,249024
25188,248850
25188,248535
25189,248413
25189,248535
25599,248572
25599,248739
25600,248823
25600,248775
25600,248853
25600,248873
25601,248881
25601,248790
25601,248771
25601,248727
25601,248734
25601,248789
25601,248831
25601,248831
25602,248870
25602,248915
25602,248900
25606,248934
25607,248941
25607,248907
25620,248934
25876,248946
25876,248920
25877,248975
25877,248989
25877,248996
25878,248985
25878,248807
25878,248576
26007,248478
26007,248351
26007,248426
26007,248522
26212,248617
26212,248669
26212,248699
26213,248711
26213,248759
26213,248740
26213,248680
26213,248659
26314,248637
26315,248624
26315,248741
26315,248747
26315,248792
26520,248824
26520,248801
26521,248848
26521,248844
26521,248842
26521,248848
26521,248834
26521,248874
26928,248861
26929,248867
26929,248906
26929,248918
26929,248774
26929,248436
26930,248374
26930,248363
26930,248465
26930,248578
26930,248691
26930,248730
26931,248747
26931,248754
26931,248738
26931,248699
26931,248668
27032,248642
27033,248665
27033,248682
27033,248668
27235,248778
27236,248766
27236,248816
27236,248819
27236,248847
27237,248874
27237,248837
27237,248874
27968,248854
27968,248850
27969,248816
27969,248866
27969,248883
27969,248896
27969,248783
27970,248577
27970,248287
27970,248227
27970,248280
27970,248380
27970,248505
27970,248537
27970,248579
27971,248592
27971,248628
27971,248619
27971,248539
27971,248582
27971,248522
27971,248516
27971,248596
27972,248599
27972,248648
27972,248679
27972,248675
27972,248713
27972,248735
27972,248737
28157,248717
28157,248694
28158,248670
28158,248669
28158,248698
28158,248733
28158,248789
28158,248715
28262,248408
28262,248225
28263,248213
28263,248230
28362,248415
28362,248462
28362,248496
28363,248540
28465,248518
28465,248535
28465,248536
28465,248483
28569,248467
28570,248435
28570,248469
28570,248510
28772,248588
28772,248629
28773,248650
28773,248722
28773,248704
28773,248737
28773,248756
28774,248740
28874,248769
28874,248783
28876,248765
28877,248778
29182,248793
29182,248774
29182,248567
29183,248316
29183,248158
29183,248173
29183,248297
29183,248368
29184,248472
29184,248485
29184,248463
29184,248463
29184,248437
29284,248399
29284,248355
29285,248347
29285,248373
29391,248341
29391,248434
29391,248503
29391,248547
29489,248590
29489,248599
29489,248595
29489,248612
29797,248632
29798,248623
29798,248620
29798,248609
29798,248620
29798,248675
29798,248682
29799,248704
29799,248685
29799,248429
29799,248209
29799,248128
29799,248124
29804,248222
29804,248345
29804,248450
29860,248442
29860,248439
29893,248475
29916,248476
29937,248436
29942,248405

Status: NORMALNO
Konacan_BPM:89
Konacan_SpO2:98
