Korisnik: anana
RelativnoVreme_ms,IR_Signal
18740,253440
18750,253376
18752,253426
18753,253442
18843,253574
18853,253625
18854,253672
18855,253687
18860,253694
18946,253757
18971,253734
18972,253745
18980,253813
18981,253806
19049,253830
19057,253860
19061,253911
19150,253897
19159,253761
19160,253454
19162,252947
19186,252815
19369,252970
19370,253161
19371,253338
19373,253422
19374,253478
19375,253456
19376,253432
19379,253477
19457,253514
19465,253455
19466,253437
19480,253418
19499,253455
19560,253460
19969,253579
19970,253636
19971,253686
19973,253734
19974,253817
19975,253835
19976,253845
19977,253838
19979,253909
19980,253874
19981,253927
19982,253965
19983,254029
19984,253953
19985,253650
19985,253278
19986,253012
19988,253008
20073,253199
20082,253339
20084,253492
20085,253492
20174,253519
20279,253518
20280,253536
20282,253611
20481,253580
20483,253517
20484,253502
20485,253454
20486,253490
20488,253547
20489,253643
20490,253678
20492,253724
20493,253721
20494,253792
20495,253763
20496,253790
20585,253795
20594,253822
20595,253814
20596,253845
20687,253859
20696,253690
20697,253407
20699,253013
20787,252907
21008,253039
21009,253127
21011,253206
21012,253390
21013,253437
21015,253437
21016,253467
21017,253494
21018,253486
21018,253472
21019,253383
21020,253365
22622,253405
22624,253483
22625,253590
22626,253624
22628,253673
22629,253705
22630,253735
22632,253694
22633,253719
22634,253753
22635,253756
22636,253774
22637,253811
22638,253816
22638,253562
22639,253222
22640,253048
22641,252829
22641,252920
22642,253054
22643,253249
22644,253293
22644,253355
22645,253321
22646,253382
22647,253430
22647,253402
22648,253381
22649,253326
22650,253283
22650,253338
22651,253402
22652,253467
22652,253492
22653,253593
22654,253609
22655,253648
22655,253639
22656,253715
22657,253691
22658,253702
22658,253707
22659,253728
22660,253762
22661,253795
22661,253811
22662,253600
22663,253241
22664,252817
22665,252795
22665,252921
22666,253084
22667,253248
22668,253262
22668,253235
22669,253273
22670,253313
22671,253330
22671,253319
22672,253345
22673,253249
22674,253286
22674,253310
22675,253394
22676,253446
22677,253480
22677,253516
22840,253544
22841,253580
