Korisnik: doroteja
RelativnoVreme_ms,IR_Signal
13109,253223
13112,252908
13115,252722
13116,252724
13211,252827
13219,252936
13221,252956
13223,252940
13230,252937
13241,253046
13313,253129
13317,253177
13322,253201
13415,253210
13427,253256
13429,253340
13431,253410
13541,253492
13543,253705
13546,253796
13548,253845
13826,253896
13828,253996
13829,254086
13831,254067
13833,254130
13835,254265
13836,254285
13838,254126
13839,253803
13840,253420
13842,253323
13843,253371
13844,253422
13928,253488
14009,253556
14011,253609
14013,253604
14132,253732
14134,253711
14136,253703
14138,253794
14236,253729
14238,253766
14240,253835
14243,253841
14336,254000
14339,253988
14341,254066
14342,254129
14347,254140
14349,254182
14350,254234
14352,254217
14440,254198
14541,254146
14543,253740
14545,253505
14547,253232
14549,253188
14551,253283
14553,253352
14634,253373
14746,253429
14748,253488
14750,253496
14752,253484
14753,253538
14755,253581
14757,253538
14780,253565
14789,253600
14849,253698
14856,253796
14958,253880
14960,253911
14962,253982
14964,254008
16217,254048
16219,254071
16221,254143
16223,254122
16225,254125
16227,253920
16229,253454
16231,253219
16232,253194
16233,253184
16235,253250
16236,253244
16237,253290
16239,253383
16240,253453
16242,253507
16244,253539
16245,253546
16246,253649
16247,253696
16249,253781
16251,253775
16252,253871
16253,253917
16254,253997
16255,254010
16257,254055
16258,254096
16259,254138
16260,254141
16262,254187
16263,254216
16274,254128
16276,253910
16277,253768
16282,253405
16284,253247
16286,253195
16287,253334
16288,253397
16290,253436
16292,253453
16294,253600
16295,253605
16297,253670
16298,253651
16299,253639
16301,253622
16303,253667
16304,253717
16305,253788
16307,253828
16308,253979
16394,253943
16571,254115
16573,254126
16575,254163
16577,254243
16579,254248
16580,254298
16582,254252
16584,254128
16586,253738
16587,253491
16589,253430
16591,253550
16592,253645
16611,253586
16728,253648
16736,253623
16738,253609
16740,253653
16747,253654
16760,253697
16906,253714
17083,253750
17086,253841
17088,253907
17090,254035
17091,254106
17093,254201
17095,254221
17096,254301
17098,254326
17099,254320
17100,254356
17101,254416
17111,254221
17239,253769
17244,253496
17246,253405
17249,253413
17250,253534
17263,253589
17381,253601
17523,253596
17525,253728
17527,253697
17529,253722
17531,253665
17716,253645
17718,253722
17721,253762
17723,253853
17724,253945
17726,253971
17728,254075
17729,254074
17731,254079
17732,254200
17733,254260
17734,254285
17736,254217
17753,254019
17783,253534
17804,253461
17836,253438
17853,253490
17886,253487
17908,253493
17934,253509
17953,253533
17984,253507
18003,253560
18036,253628
18055,253597
18085,253608
18104,253603
18137,253727
18154,253763
18186,253858
18204,253932
18234,253990
18256,254030
18284,254002
18311,254094
18335,254155
18354,254204
18376,254202
18395,254030
18426,253569
18445,253360
18477,253162
18497,253160
18527,253220
18545,253232
18577,253225
18595,253247
18625,253345
18646,253363
18756,253485
18771,253408
18773,253438
18775,253468
18792,253506
18801,253583
18848,253692
18850,253690
18945,253784
19068,253816
19070,253847
19073,253843
19075,253879
19077,253920
19078,253928
19080,253978
19082,253906
19086,253678
19150,253130
19155,252916
19167,252832
19252,252873
19563,252905
19564,252969
19567,253006
19569,252976
19571,253127
19573,253220
19575,253246
19766,253274
19768,253319
19770,253316
19771,253282
19773,253366
19775,253565
19777,253574
19779,253679
19780,253698
19782,253705
19783,253710
19785,253717
19969,253779
19971,253810
19972,253799
19975,253780
19977,253578
19979,253044
19981,252781
19983,252672
20030,252651
20031,252803
20033,252796
20034,252806
20035,252889
20037,253014
20039,253041
20076,253136
20091,253098
20174,253061
20177,253082
20179,253196
20191,253207
20276,253369
20279,253415
20281,253453
20293,253488
20481,253494
20483,253538
20484,253601
20486,253577
20584,253593
20586,253552
20587,253420
20589,253106
20591,252629
20593,252556
20596,252482
20597,252512
20650,252528
20685,252591
20789,252651
20791,252639
20793,252719
20890,252745
20892,252834
20894,252800
20993,252784
20995,252794
20997,252877
21000,252934
21095,253004
21097,253027
21099,253103
21101,253130
21103,253231
21202,253213
21204,253279
