Korisnik: dor
RelativnoVreme_ms,IR_Signal
13538,255100
13540,254948
13541,255035
13542,254927
13543,254785
13557,254512
13559,254321
13560,254217
13561,254010
13565,253652
13637,253441
13843,253386
13844,253540
13846,253690
13847,253712
13849,253660
13850,253716
14047,253864
14049,253930
14050,254107
14052,254177
14053,254148
14054,254238
14055,254181
14057,254151
14355,254216
14356,254230
14357,254363
14359,254401
14360,254484
14361,254508
14363,254538
14364,254600
14365,254594
14366,254513
14367,254207
14368,254034
14559,253987
14561,254013
14562,253992
14563,254025
14565,254068
14566,254120
14567,254122
14568,254105
14585,254156
14586,254149
14587,254073
14589,254011
14594,253972
14595,254035
14866,254211
14867,254341
14868,254340
14870,254328
14871,254351
14872,254358
15072,254546
15074,254610
15075,254706
15076,254728
15078,254515
15079,254217
15080,253975
15081,253998
15083,254113
15278,254183
15280,254210
15282,254197
15283,254197
15285,254193
15287,254345
15288,254375
15290,254398
15291,254399
15292,254357
15294,254310
15295,254344
15380,254369
15381,254411
15383,254441
15385,254440
15386,254499
15481,254549
15685,254564
15687,254561
15688,254570
15690,254403
15691,254197
15693,254047
15694,254084
15696,254184
15697,254265
15698,254326
15699,254294
15788,254208
16012,254250
16013,254300
16015,254302
16016,254296
16017,254243
16019,254236
16020,254208
16021,254242
16023,254247
16024,254061
16025,254012
16025,253962
16094,253905
16402,253985
16403,254005
16405,253974
16406,254028
16407,254057
16409,253990
16410,253681
16411,253632
16412,253779
16413,253878
16426,254043
16427,253936
16428,253952
16429,253951
16435,254103
16438,254069
16505,253908
16514,253899
16518,253823
16607,253869
16915,253824
16916,253816
16918,253871
16919,253967
16920,254175
16922,254298
16923,254423
16924,254510
16925,254634
16926,254698
17119,254823
17120,254853
17121,254595
17122,254582
17124,254668
17125,254770
17126,255051
17127,255147
17324,255234
17326,255268
17327,255383
17328,255413
17330,255460
17331,255427
17332,255432
17333,255458
17335,255556
17336,255635
17337,255707
17338,255779
17339,255924
17339,255972
17426,256100
17436,256118
17437,256128
17441,256178
17530,256203
17539,256168
17541,255860
17830,255797
17831,255882
17833,256025
17834,256078
17835,256150
17836,256236
17838,256269
17839,256273
17840,256236
17841,256291
17842,256289
17844,256233
17861,256198
17871,256120
18041,256172
18349,256092
18351,256098
18352,256029
18354,256023
18355,255988
18356,255928
18358,255841
18359,255760
18360,255625
18361,255412
18363,255084
18364,255047
18365,255054
18365,255119
18553,255152
18555,255174
18557,255198
18558,255195
18560,255315
18561,255313
18562,255462
18564,255498
18565,255263
18566,255123
18567,254931
18569,254821
18589,254727
18599,254751
18654,254496
18665,253783
18673,252727
18874,252830
19066,252836
19067,252578
19068,252054
19070,252327
19071,253170
19073,252849
19074,252077
19075,251732
19076,251336
19078,251272
19270,251482
19272,251448
19274,251442
19275,251655
19276,252356
19277,252691
19279,253460
19280,254194
19281,253847
19282,256676
19284,212992
19285,114688
