Korisnik: dd
RelativnoVreme_ms,IR_Signal
27751,262143
27752,262143
27753,262143
27753,262143
27754,262143
27754,262143
27755,262143
27755,262143
27756,262143
27757,262143
27757,262143
27760,261572
27762,260534
27764,260103
27767,259815
27769,259882
27771,260319
27773,260588
27776,260905
27778,261036
27780,260947
27783,260628
28059,260305
28062,260332
28065,261138
28068,261716
28071,262143
28074,262143
28076,262143
28079,262143
28081,262143
28084,262143
28087,262143
28090,262143
28469,262143
28471,262143
28474,262143
28476,262142
28479,261861
28482,261629
28485,261398
28488,261197
28490,260750
28493,260372
28496,259770
28499,259503
28502,258711
28504,258146
28507,257461
28509,257087
28512,258639
28673,258945
28675,259234
28678,259373
28681,259320
28683,259339
28686,258772
28688,258389
29391,257698
29394,257431
29396,257145
29399,257097
29402,257539
29405,258192
29408,258945
29410,259606
29413,260095
29415,260084
29418,260790
29421,261006
29423,261443
29425,261839
29428,262143
29430,262143
29432,262143
29435,262143
29437,262143
29439,262143
29441,262143
29443,262143
29446,262143
29448,262143
29451,262143
29902,262109
29905,262143
29907,262143
29910,262143
29913,262143
29915,262143
29917,262143
29920,262143
29923,262143
29926,262143
29929,261871
29931,260894
29934,260311
29937,259877
29939,259925
29942,260029
29945,260065
29948,261121
29950,261677
29952,262143
29955,262143
29957,262143
29959,262143
29962,262143
29964,262143

Status: KRITICNO
Konacan_BPM:105
Konacan_SpO2:81
